layer,latent_mult,k,context_mode,feature_set,receiver_type,pair_idx,receiver_row_idx,matched_row_idx,receiver_example_id,matched_example_id,alpha,base_score,patched_score,delta,n_selected_features,n_active_receiver_tokens,selected_features,effect,strong_effect
18,4,8,dept_role,control5_active,positive,33,25403,27955,CDE1846:455,CJC1433:100,1.0,0.437348872423172,0.4125308692455292,-0.024818003177642822,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,34,25404,101888,CDE1846:456,PAA2738:128,0.25,0.4546266794204712,0.43587908148765564,-0.018747597932815552,5,11,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,35,25405,29141,CDE1846:457,CLE3098:177,0.25,0.4495765268802643,0.4243704378604889,-0.02520608901977539,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,36,25406,28006,CDE1846:458,CJC1433:168,0.25,0.47377797961235046,0.443092942237854,-0.03068503737449646,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,37,25407,23318,CDE1846:459,CCB0547:15,0.25,0.4813075065612793,0.4509655237197876,-0.0303419828414917,5,4,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,38,25408,14796,CDE1846:462,BJW3558:204,1.0,0.44189369678497314,0.4272192120552063,-0.014674484729766846,5,3,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,39,25409,7106,CDE1846:463,AKP3573:87,1.0,0.4770914614200592,0.45762088894844055,-0.019470572471618652,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,40,25410,117060,CDE1846:464,SHG1281:74,0.75,0.44748130440711975,0.42679449915885925,-0.020686805248260498,5,9,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,41,25411,43931,CDE1846:465,FCB0563:16,1.0,0.4379540681838989,0.41832736134529114,-0.019626706838607788,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,42,25412,47852,CDE1846:466,GDS3165:142,1.0,0.4663989841938019,0.4481717050075531,-0.01822727918624878,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,43,25413,45726,CDE1846:469,FNW3564:37,0.25,0.5547977685928345,0.5234091877937317,-0.03138858079910278,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,44,25414,40659,CDE1846:470,DSB2734:441,0.25,0.5187341570854187,0.4968545734882355,-0.021879583597183228,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,45,25415,53659,CDE1846:471,HBM0676:91,0.25,0.4709838032722473,0.45221298933029175,-0.018770813941955566,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,46,25416,106938,CDE1846:472,RBB0585:394,0.25,0.4431593418121338,0.42712751030921936,-0.01603183150291443,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,47,25417,102109,CDE1846:473,PAA2738:449,0.5,0.510485053062439,0.4921863377094269,-0.018298715353012085,5,9,"[14177, 4087, 1870, 13823, 11909]",True,True
